يجب مراجعه الطبيب لتحديد الخطه العلاجيه المناسبه الامر ليس نصيحه افعل هذا او لاتفعل هذا او اختيار يحدده الطبيب فالطبيب النفسي لايختار ولا يرسم لك حياتك بل يوضح معك الاختيارات المتاحه وانت من تختار الانسب طبقا لاحتياجاتك واهدافك وقيمك	['2']
الاسترخاء والتفكر الارتقائي يساعد في التغلب على المشكلة راجع متخصص في منطقتك للتشخيص الدقيق	['1', '2']
تختاج لجلسات علاج نفسي مع طبيب مختص	['2']
عليك الذهاب للطبيب لكي يصف العلاج.تناولي اقراص بروزاك	['2']
الحل الأمثل هوالعلاج النفسي	['1']
نعم بالاضافه للكثير من الاعراض الاخرى الطبيب النفسي بعد التقييم الدقيق الشامل لكل الاعراض سيوصف لك مضادات الاكتئاب و مزيلات للقلق مع علاج معرفي سلوكي	['1', '2']
تواصل معه ولو تليفونياحول سرعة التدريج والبدائل إن وجدت	['1']
الأعراض المذكورة تتماشى مع وجود نوبة اكتئابية بحاجة لتقييم أكثر و علاج دوائي	['1']
الطببيب المعالج يعرف أكثروهو الذي طلب الاستبدالفالطبيعي أن تسأله عن السرعة والجرعةليقدرها حسب ما يراه من استجابتك	['1']
ما هو نوع العلاج الذي تأخذه؟ يعني هل هي تعاني من أمراض مزمنة ولا تتقبل أن تأخذ العلاج؟ يجب عدم الضغط عليها بطريقة سلبية لأخذ العلاج ومن المهم تخفيف التوتر في حياتها ومتابعة جلسات العلاج النفسي لعلاج الأسباب الكامنة وراء الخوف والتوتر والقلق حتى تشعر بالتحسن	['1']
العلاج النفسي المكثقف ضروري ومهم جداً	['1']
هو مابروتيلين ويستخدم في علاج الاكتئاب، أو الانفعالات المرتبطة بالقلق للتخفيف من أعراض التوتر والقلق أو الأرق , وتآثيراته الجانبية تختلف من شخص وآخر وفق طبيعة الاستجابة التي لدى المريض.	['1']
التغيرات طبيعية في هذه العمر اعتن بغذائك وتنظيم حياتك	['1', '2']
التقلبات المزاجية متوقعة في مقتبل العمر لكن عندما تسبب مشكلة او اعاقة لابد من مراجعة متخصص للتشخيص الدقيق	['1', '2']
إن هذه العوارض هي تعبير نفس جسدي عن الأرق والتوتر، حدد ما هي المشكلة التي تواجهها في حياتك، وحدد هل تستحق كل هذا التوتر، ضع الحلول الممكنة لها، واطلب المساعدة من أخد الأشخاص المقربين منك، حاول ممارسة بعض الأنشطة التي تخفف من التوتر لأنه كلما زاد التوتر كلما إنخفضت قدرتك على إستيعاب المشاكل التي تواجهها ومعالجتها، وإن كنت قد مررت ببعض الأزمات ولكنك لم تتخطاها أو أنك لا تستطيع التخفيف من التوتر ومعالجة الأمور من الأفضل اللجوء إلى طلب المساعدة من معالج نفسي للتحدث حول كل هذه الأمور والمعالَجة.	['1', '2']
لابد من الرجوع للطبيب المعالج لان معظم الادوية النفسية لها اثار جانبية	['1', '2']
يمكن تعريف صعوبة التركيز بأنها انخفاض القدرة على تركيز الأفكار حول أمر ما، أو صعوبة التفكير بوضوح أو صعوبة التركيز على مهمة ما أو الحفاظ على الانتباه، مما يؤدي إلى التأثير السلبي على أداء الشخص في المدرسة أو العمل، وكذلك عدم المقدرة على اتخاذ قرار ما. يختلف نمط صعوبة التركيز من شخص لآخر، قد يكون في بعض الأحيان تعتبر مشكلة طويلة الأمد وتحدث في جميع الظروف، أو قد تنشأ بسبب حدث أو مرض ما بمجرد زواله يستعيد الشخص تركيزه.  عادة ما يظهر على الشخص الذي يعاني صعوبة التركيز الأعراض التالية: صعوبة في تذكر الأحداث والأشياء التي وقعت منذ وقت قصير. فقدان الأشياء بشكل متكرر أو صعوبة تذكر أماكنها.  صعوبة في اتخاذ القرارات. صعوبة في أداء المهام المعقدة.  فقدان الطاقة الجسدية أو العقلية للتركيز.  ارتكاب بعض الأخطاء التي قد يظنها البعض أنها بسبب الإهمال. تفوتك بعض المواعيد أو الاجتماعات المهمة.  عادة ما تكون صعوبة التركيز ناجمة عن مشاكل طبية، أو معرفية، أو نفسية، أو قد تكون مرتبطة باضطرابات النوم، أو بسبب تناول بعض الأدوية، أو شرب الكحول، أو تناول الحبوب المخدرة. من أهم المشاكل الطبية المؤدية لصعوبة التركيز، ما يلي: متلازمة التعب المزمن ومتلازمات الألم. التعرض لإصابات الدماغ الرضحية، والسكتة الدماغية.  متلازمة كوشينغ. الخرف. الصرع.  الأرق. توقف التنفس أثناء النوم. التسمم بالمعادن الثقيلة. الإصابة بالالتهابات والعدوى. المشاكل المعرفية، مثل: اضطراب فرط الحركة وتشتت الانتباه، وصعوبات التعلم، واضطرابات الرؤية، والهذيان، والخرف. المشاكل النفسية: الاضطراب الاكتئابي الحاد، والفصام، والقلق والتوتر، والاكتئاب، والاضطراب ثنائي القطب، والتعرض لصدمات عاطفية. أنماط الحياة: قلة النوم، والجوع، والإجهاد الزائد.  لذا ينصح بمراجعة الطبيب المختص لمعرفة السبب وراء صعوبة التركيز وعلاجه بناءاً على ذلك. للمزيد: طرق لزيادة التركيز أثناء الدراسة والعمل تحفيز التفكير الإيجابي يقي من الخرف	['1', '2']
بالرغم من ان انتابرو يعتبر من الادوية الامنة نسبيا باعراض جانبية بسيطة مقارنة بالادوية الاخرى المضادة للاكتئاب الا ان الاعراض الجانبية شيئ وارد من المتوقع ان تزول الاعراض الجانبية بعد عدة ايام من تناول الدواء فلا توقف العلاج الا اذا استمرت تلك الاعراض  خفف الجرعة الى نصف حبة لعدة ايام و راقب الاعراض الجانبية و بعد زوالها يمكن العودة الى قرص كامل  غير موعد الجرعة الى المساء ان كانت تسبب النعاس اذا استمرت الاعراض الجانبية فهناك بدائل يمكن مناقشتها مع طبيبك	['1', '2']
أحبب من شئت فإنك مفارقهالتعلق حالة خطيرةلأنها تعطي شعوراً كاذباً بضرورة الاعتماديةالاعتماد على النفس هو الحلتدريجيا .. ومن خلال العلاج النفسي أيضا	['2']
محتاجين نعرف دى اول مره يجي الشعور ده ولا الشعور متكرر ويعني ايه وكاني شفت جهنم تقصد اتخيلتها قدامك ولا ايه	['1']
هذه الحالة تصنف من حالات الامراض العصبية. وهي نوبات تشنج عام تنتج عن الإنفعال او الإجهاد والتعرض للشمس، ولتشخيصها بالشكل السليم يعمل تخطيط دماغ للمريض لتبيان النشاط الدماغي. وهذه الحالة تشكل خطورة على صحة المصاب بها اذا تركت من تركت دون علاج. ويجب اخذ استشارة كبيب الأعصاب.	['1', '2']
يتم ذلك على حسب كل حاله وعلى الأرجح أقل مدة 3 اشهر	['1']
من الافضل زيارة عيادة نفسية او التواصل مع مختص لتشخيص الحالة اكثر	['2']
تسعدني مساعدتك عزيزتي اوصيك بالذهاب الى طبيب نفسي وهل هناك شخص قد يستطيع مساعدتك وتثقين به ؟ احتاج معلومات اكثر لكي استطيع مساعدتك عزيزتي	['1', '2', '3']
يجب استبعاد اى سبب عضوى للصداع اولا مثل ارتفاع ضغط الدم او خلل في نسبه السكر او الاجهاد	['2']
لا بد من الحياة وسط الناس تحتاج إلى علاج نفسي وربما علاج أسري وسط العائلة	['2']
يجب متابعة جلسات علاج نفسي خاصة أنك تقولين أن لديك أفكار للإنتحار، وذلك من أجل معالجة كل الأمور التي تؤثر على حالتك النفسية والوصول إلى صحة نفسية جيدة. وإذا أتت الأفكار بالإنتحار يجب أن تتواصلي فورا مع أحد لمساعدتك حتى لا تقدمي على ذلك، والإبتعاد عن كل الأشياء التي تزعجك ومحاولة البحث عن الأمور التي تجلب لك الفرح، وإن كنت تعانين من ضغوطات عائلية أو مشاكل في العمل أو غيرها يجب معالجتها حتى لا يبقى تأثيرها السلبي على صحتك النفسية.	['2']
انت في مقتبل العمر ومن المفيد لك ان تراجعي متخصص في منطقتك للتشخيص الدقيق والعلاج	['1']
الرهاب الاجتماعى له علاج سلوكى بالتعرض التدريجى للمثير بمعنى ان يتم التدريب على سبيل المثال التحدث امام الجمهور يكون فى البداية التحدث امام المرأءة ثم التحدث امام اهل المنزل ثم تدريجيا يبداء اختفاء هذة الاعراض واما عن الرهاب الاجتماعى يكون الاعلاج بالغمر جيد بمعنى محاولة الاندماج فى المجتمع كانشطة تطوعية او تكوين صداقات	['2']
كل التحية لكي اختي الكريمة . نشاهد هذه الاعراض عادة في اضطراب الوسواس القهري و عند من يعانون من اضطرابات القلق و الكآبة . لا بد من معلومات اضافية للتشخيص الدقيق لحالتك .لذا انصحك بزيارة الطبيب النفسي للتقييم و العلاج.	['1', '2']
يجب الخضوع لفحص نفسي لمناقشه الافكار والوصول للتشخيص والعلاج المناسب	['2']
من الأفضل متابعة جلسات علاج نفسي والبدء قبل الدخول الى الجامعة، فتفهمين سبب الخوف ويتم معالجة الخوف، لأنه مع الوقت قد يتطور الخوف الى أمور أخرى في حياتك اليومية	['1', '2']
من الضروري المتابعة مع معالج نفسي في منطقتك للاستفادة من العلاج السلوكي المعرفي والتدرب على التفكر الارتقائي	['2']
يجب الإبتعاد عم الأفكار السلبية، وضع خطة لكل يوم بكل ما ستقومين به وحتى لو شعرتِ بعدم القدرة على ذلك يجب أن تحاولي، حاولي تذكر بعض الأحداث الجميلة في حياتكِ وركزِ عليها، الحفاظ على علاقاتكِ الإجتماعية، المتابعة مع معالج نفسي لمساعدتكِ على تخطي الأحداث التي تؤدي إلى الحزن أو الإكتئاب	['1', '2', '3']
فد يكون من الافضل تقيم الحالة النفسية مع مختص نفسي للبحث عن الاسباب وعلاجها	['2']
عزيزتي عليكي ان تحلي المشكله التي تفكرين بها و عدم الهروب منها باي فعل لصرف النظر عنها واجهي المشكله و من ثما سوف يكون هنالك تحسن	['1', '2', '3']
لازم طبيب يقيمك عشان يتاكد ان مفيش اعراض اكتئاب اخري	['1', '2']
هذه الاعراض تتطلب التشخيص والعلاج من الطبيب النفسي	['1']
من المفيد تنظيم نمط حياتك اليومية والتدرب على الاسترخاء والتفكر وهذا سيحسن الحاله باذن الله	['2']
مساء الخير بالنسبة للخجل قد يكون بسبب ان نوع شخصيتك شخصية انطوائية ولكن عشان نقاوم الخجل لابد العمل على زيادة الثقة بالنفس ومن ثم العمل على تكوين علاقات واصدقاء والاندماج فى المجتمع بدلا من العزلة	['1']
ادويه الاكتءاب لازم تستمر لمده عام على الاقل ثم تبطل بالتدريج	['1', '2']
القلق ليس مرض نفسي بل إضطراب نفسي، ولكن لا يمكن تحديد تشخيص اذا انتِ تعانين من أي إضطراب نفسي فقط من خلال هذا السؤال، لذلك يجب زيارة أحد المعالجين النفسيين في العيادة من أجل التشخيص والعلاج أو يمكنك التواصل أونلاين.	['1', '2']
لا تسمع ل احد ...السعادة غيرمرتبطه بسن ..انت بنفسك مسؤول عن سعادتك .. بامكانك اسعاد نفسك في كل الاوقات وعمل كل مايحلو لك في اطار ما احله الله لنا ...والزواج نعمه كبيرة احلها و انعم الله بها علينا ....لذلك تزوج ونتمني لك التوفيق	['2', '3']
ممارسة الرياضة. الاسترخاء. الكشف عن الافكار التلقائية السلبية وتحليلها الى عقلاني وغير عقلاني مع تحويل الافكار الى ايجابية موزونة	['1']
الارق احد اعراض مرض الاكتئاب او مرض القلق.. يفضل زيارة الطبيب النفسي لدقة التشخيص واختيار العلاج المناسب	['1', '2']
يمكنك المتابعة مع معالج نفسي يعتمد طريقة علاج مغايرة عن العلاج المعرفي السلوكي لمعالجة الأسباب التي تؤدي إلي الإكتئاب والقلق، حدد أهدافك اليومية بطريقة يمكنك تحقيقها، يمكنك القيام ببعض التمارين كالمشي عدة مرات في الأسبوع، عندما تشعرين بالإكتئتب لا تنسحبي من حياتك الإجتماعية أو العملية بالعكس إبقِ على تواصل مع الآخرين وبأعمالك فإن ذلك يساعدك، محاولة التغلب على الأفكار السلبية التي تُعزّز الإكتئاب، يمكنك القيام ببعض الأشياء الجديدة في حياتك.	['1', '2']
يجب العرض علي طبيب اختصاصي امراض نفسية سوف يقوم بالتشخيص والعلاج اللازم بالجلسات والادوية..	['2']
نستطيع أن نقول أن الذهان له دلالة الفصام لكن كلمة الذهان أوسع من الفصام تشمل الفصام واضطرابات أخرى مثل الهجمات الذهانية الحادة و مايسمى الاضطراب فصامي الشكل والاضطرابات التوهمية و كل الاضطرابات السابقة تملك أعراض مشابهة مع الاختلاف بعدد الأعراض و بدايتها	['1']
نعم من الممكن ان تسبب ذلك بالإضافة الى العزلة وعدم الثقة بالنفس	['1']
صعب تعالج نفسك، المناسب هو أن تذهب إلى الطبيب للتشخيص والعلاج علاج نفسي وربما دوائي مع التدريب على التركيز والاسترخاء	['1']
السلام عليكم ورحمه الله وبركاته هذه الاعراض تخيلية وليست حقيقية الافضل تجهلها ونتمني لكم الصحة والعافيغ	['1']
انت في مقتبل العمر والخوف غريزة مفيدة للانسان لكن الافراط بها يحتاج الى ضبط وهذا يتم بالتدريب النفسي السلوكي المعرفي	['1', '3']
يصنف هذا الدواء (الاسم العلمي: ميرتازابين mirtazapine) تحت علاجات مرض الاكتئاب، و لا ينصح أبدا بتناوله دون علم و اشراف طبيب مختص لمراقبة تأثيره، أعراضه الجانبية المحتملة و تعارضه مع العديد من الأدوية. اكثر الاعراض الجانبية شيوعا: النعاس ازدياد الشهية الامساك زيادة الوزن ارتفاع ضغط الدم دوار ضعف عام أو اعياء أرق أو اضطرابات نوم اخرى... و غيرها العديد. بالاضافة إلى خطر حصول أعراض أخرى اقل شيوعا و لكنها اشد خطرا	['1']
الحل الوحيد هو التعامل بواقعية وعدم تهويل الأمور وتكريس الجهد في أداء الواجبات اليومية , وفي حالة استمرار الحالة ينبغي معاودة أخصائي نفسية للوقوف على تفاصيل أكثر قد تكون تتعلق بمستوى معين من الأفكار التسلطية التي تسبب حالة من الوسواس القهري, وهذا سيتم التخلص منه من خلال الخطة العلاجية التي ستتحدد بعد التأكد من التشخيص	['1', '2']
نعم تدرب على الاسترحاء والتفكر الارتقائي	['2']
عليه واجب العلاج، الوسوسة والتوتر ضارة بالعقل والجسم وتحتاج إلى علاج نفسي	['1']
اذا كانت حالة المريض مستقرة حاليا،من الممكن اعتبار جرعة التغريتول جرعة صيانة،لاتعد نقص التراكيز المصلية للكاربامازبين بنسبة معينة مشكلة تستدعي تبديل الدواء اذا وجد في التاريخ المرضي قصة نكسات متعددة للمرض يفضل الذهاب الى مثبتات مزاج أخرى مثال فالبروات الصوديوم	['1']
العلاج النفسي مهم ومفيد جداً	['1']
اولا يجب تجنب الأشياء المسسبه لهذه الأعراض مثل الشاي و القهوة السكريات قلة النوم الوجبات السريعه ممارسة الرياضة بانتظام تناول مشروب الكام وميل الدافيء ممارسة تمارين اليقظة و التأمل عدم متابعة الاخبار بشكل زائد عن اللزوم	['1', '2']
حافظي على ممارسة الرياضة يوميا مع الاسترخاء ممكن تطبيق الاسترخاء من خلال مقاطع اليوتيوب.. حافظي على ساعات نوم كافية ووجبات غذائية موزونة.. اتبعي نمط التفكير الايجابي الموزون	['2']
ننصحك بمراجعة طبيب نفسية - عصبية لتشخيص الحالة بشكل صحيح..	['2']
أعراض قلق ارتكاسي بسبب ما نمر به ااسيروكويل مضاد ذهان أستغرب وصفه كما الديباكين الذي هو معدل مزاج و مضاد اختلاج، إلا إن كانت هنالك أعراض أخرى لم تذكر	['1']
تحتاج غلى علاج نفسي، وابدأ بمنع التدخين	['1', '2']
العلاج النفسي مطلوب مع التقليل تدريجيا بحيث تحصل على الراحة ولا تسبب النعاس الدرسة مهمة ذاكر وحسِّن خطك	['1', '2']
هذة حاله مرضية تسمى اختلال فى الهوية ويجب المسارعة باستشارة طبيب نفسى لتحديد الأسباب و علاجها	['1', '2']
بامكانك الزواج بعد تسوية امورك مع الاولى وان تفكر بطريقه سليمه	['1']
كل هذا هروب يستدعي العلاج النفسيوالصبر عل ى المذاكرة شهرينوتنويع الأنشطة وأماكن المذاكرة	['2']
طبعا حتى فكرة العلاج السلوكي قائمة على التعريض التدريجي و يستطيع الشخص التخلص منها تدريجيا	['2']
سلامتك الانغماس في احلام اليقظة والتخيل المفرط الذي يشتت الانتباه بحاجة لمراجعة طبية لمعرفة السبب وعندها يكون العلاج اسهل وادق	['1', '2', '3']
كلاهما سواء رغبة في الانتقام منأ و تجنبا للمضطهِدين (افتراضيا)	['1']
عليكي تنظيم وقت النوم اولاً و من ثما سوف يكون هنالك تحسن و يفضل ان نتكلم اكثر لمعرفة سبب الاكتئاب	['2']
لا يمكن إعطاء تشخيص هنا، لمعرفة أكثر حول الحالة ولمساعدتكِ يمكنكِ حجز موعد مكالمة فيديو للإستماع لكِ ومساعدتكِ من خلال الجلسات على تخطي الأمور	['1', '2']
أنت تقول أن أول عوارض ظهرت بعد حدوث إنفصال، وحدوث إنفصال بالنسبة لك كان بمثابة صدمة نفسية، وعادة بعد الصدمة النفسية تظهر بعض العوارض ولكنها تختفي تدريجيا خلال شهر من حدوث الصدمة وعودة الفرد لحياته الطبيعية، وفي حال إستمرت لأكثر من شهر وكانت حالة الشخص تزداد سوءًا بدلا من التحسن، عندئذٍ يجب التدخل النفسي من قبل معالج نفسي متخصص لمساعدة الفرد على تقبل وتخطي الصدمة والتخلص من الإنفعالات التي عاشها عند حدوث الصدمة. لذلك أنصحك بمتابعة جلسات علاج نفسي، لمعالجة هذه الصدمة والتراكمات السابقة أيضا قبل آخر حدث.	['1', '2']
يرجى ذكر التسلسل الزمني لبداية الاعراض و استمرارها ,و الاعراض الموجودة حاليا بشكل مفصل مع ذكر أي محاولات علاجية ان وجدت	['1', '2']
يجب أن تتابع مسألة الدواء مع الطبيب المعالج، كما يجب أن تتابع جلسات علاج نفسي	['2']
حساسية زائدة تقل مع التدريب وتدريجياً	['1']
المفروض ان يكون بدأ ولا بد للعودة لطبيبك	['1']
من الأفضل المتابعة مع معالج نفسي	['1', '2']
ليس لدي المعلومات الكافية إن كانت تعرّضت لأي حدث أو صدمة قبل ذلك، يمكنني إعطاء بعض النصائح مثل أن تتجنب شرب الكافيين والنيكوتين، محاولة تنظيم فترات النوم وأوقات النوم ولا تأخذ قيلولة في النهار، محاولة عدم التفكير بما الأشياء التي تقلقها عندما تدخل للنوم وتحاول تخصيص وقت للتفكير بإنجازات الغد أو أي شيء، محاولة الإسترخاء لتخفيف التوتر قبل النوم. إن لم تتحسن من الأفضل المتابعة مع معالج نفسي لمساعدتها.	['1', '2', '3']
الأدوية المذكورة سابقا تعطى في حال وجود اضطراب نفسي معين قد تكون إحدى أعراض هذا الاضطراب قلق أو ارق أو أعراض مزاجية يمكن أن لاختيار الخيار الدوائي المناسب لابد من تحديد الأعراض المرافقة الأرق ضغط افكار ،اكتئاب ،او قلق	['1']
اتمنى لكي السلامة اختي الكريمة. ليس للاستالوبرام تاثير مشوه معروف بالحمل . و لكن في حال الرغبة بايقافه فلا بد من التوقف عنه تدريجيا بتخفيض الجرعة من 20 الى 10 ثم الى 5 اذا لزم الامر بفاصل اسبوع كحد ادنى. يترتب على الايقاف الفجائي اعراض انسحابية عادة ما تظهر في اليوم الخامس لايقاف الدواء . يعتبر دواء البروزاك الاكثر امنا في الحمل و ايضا لا يذكر له اعراض انسحابية ذات قيمة . لا تستبدلي اي دواء بدون الرجوع لطبيبك النفسي فهو الاعلم بحالتك .	['1', '2', '3']
دى اعراض نوبة اكتئاب والحاله تحتاج الى علاج دوائى وجلسات علاج نفسى	['1', '2']
حاولي تحديد سبب حزنك ومعالجته، وان كانت حالتك تؤثر على حياتك اليومية تابعي جلسات علاج نفسي	['1']
تحتاج إلى علاج نفسي مكثف	['2']
العلاج النفسي لمنع تكرار إساءة استخدام العقاقيرويستحسن العرض على أخصائي باطنة جهاز هضمي	['1']
سد تى نعم ان هناك العديد من القلق النفسى المرتبط بحالات العقم و حب الانجاب لدرج ان لم يتحقق هدا تكون له مضار سلوكيه و نفسيه ودعينى اشير الى مثال اخر نتعامل معه نحن اخصائ النسائيه و العقم و حالات الاحباط التى تتم ايضا بمرحله النفاس و كيفيه رفض الام لطفلها و هناك العديد و عليه انصح و قبل الزواج ان نتعا مل معهز دابراهيم هنداوى مستشار النسائيه والعقم والغدد وطفال الانابيب-مدينه الحسين الطبيه-الاردن ibraheemhindawi2000@yahoo.com	['1', '2']
نعم هذه اعراض الاكتئاب	['1']
سلامتك الوسواس مرض نفسي قابل للعلاج وكلما كان مبكرا اصبح ايسر في العلاج	['1', '3']
الوزن الزائد عبء على الجسم كله بالعلاج النفسي تتغلب على الأعراض بعد تحديد اسبابها	['1']
من الممكن أن تُصاب المرأة بالإكتئاب بعد الولادة وذلك نتيجة التغيرات الهرمونية والعوامل الأخرى مثل تحمل المسؤولية وغيرها وعندما تحصل المرأة على الدعم تتحسن حالتها تدريجيا خاصة اذا لم تكن تعاني قبل الحمل من الإكتئاب. بالنسبة للعلاج لم تكتبين اذا العلاج دوائي أو علاج نفسي، إذا كان العلاج دوائي من الأفضل أن تراجعي طبيبك النفسي الذي وصف الدواء وهو من يحدد الفترة الزمنية للعلاج حسب حالتكِ، أما بالنسبة للعلاج النفسي، فيُفضل اذا لم تتابعي بعد علاج نفسي، أن تتابعي جلسات علاج نفسي لتتحسن حالتكِ	['1']
يجب المتابعة مع معالج نفسي، ويمكنكِ الإتفاق مع المعالج النفسي حول تكلفة كل جلسة علاج نفسي سواء في العيادة أو اذا كنت تريدين البدء عبر الأونلاين.	['1']
لا بد من الانخراط في برنامج علاجي للتعافي من ذلك من خلال طبيب نفسي متخصص ولكن التعافي يحتاج دافعيه شخصيه و صبر لأن ذلك يستغرق وقت طويل	['1', '3']
يجب التأكد من عدم وجود أسباب صحية	['1']
في سنك هذا طبيقعي ويقل بالتدريجاحلم كل الأحلامثم اختار منها القابل للتحقيق وابدأ في تحقيقه	['1', '2']
يجب معرفة المزيد من التفاصيل للإجابة ولكن من المهم معالجة الأمور الصعبة التي قد تكونين قد مررتِ بها، عدم التركيز على الأمور السلبية في حياتك ومحاولة معالجة الأمور والتركيز على الأمور الإيجابية بشكل أكبر، إحداث بعض التغييرات في حياتك، كما أنه من المهم المتابعة مع معالج نفسي في حال أن ذلك يؤثر على حياتك اليومية	['1', '2']
الاكتئاب والحزن ناتج عن الخوف الاجتماعي اكتب المواقف التي تشعر فيها بالخوف الاجتماعي واكتب عند كل موقف الفكرة المصاحبة للموقف ومشاعرك المصاحبة للفكرة بعد الانتهاء قم بتعديل الفكرة لفكرة موزونة اكثر ايجابية ثم اكتب المشاعر المصاحبة للفكرة الجديدة وقبل اي موقف اجتماعي احرص على عمل تمرين التنفس العميق والاسترخاء	['1']
العلاج النفسي مهم	['2']
الوصول إلى حلول ممكن بمعرفة جميع الحلول الممكنة ثم التي نستطيع عملها ثم الأكثر مناسب لينا محتاجين نرتب تفكيرنا ربما تحتاجين إلى جلسات إرشاد نفسي17 سنة وبتتكلمي عن الماضي؟ حياتك كلها مستقبل.. استعدي	['1']
لا بد من علاج الأسباب قبل استعمال اي عقاقير.. العلاج النفسي مفيد جداً في هذا	['2']
يعود الأرق لعدة أسباب منها الضغوطات النفسية أو العمل الغير منتظم أو الإرهاق وغيرها، لذلك يجب أن تحدد السبب وتعالج السبب، واذا كان الأرق مستمر نتيجة أسباب نفسية يجب أن تخضع للعلاج النفسي.	['1']
لا يجب ان تزيد عن مرتين بالاسبوع واذا لم تتمكن الطبيب النفسي يساعدك	['1']
قلق اجتماعي لست بحاجة للعلاج الدوائي، فقط علاج معرفي	['1']
لا بد من الحياة وسط الناسنحتاج إلى علاج نفسي وربما علاج أسري وسط العائلة	['2']
التفكير بالأنتحار ليس الحل الأمثل عزيزي سبب المشاكل لديك انت تعرفها عليك التفكير فعلياً بحلها و عدم الهروب منها انت انسان قوي عليك ان تتحدا الحياة بشكل عقلاني و جيد العلاج : اولً عليك ايجاد مصدر دخل ثاني	['1', '3']
هذه اعراض ذهان او الفصام وليس اضطراب الشخصيه	['1']
من الأفضل أن تراجع طبيبك السابق... وخاصة انك تحسنت على العلاج.	['2']
يجب مراجعة الطبيب النفسي للعلاج وتقسم نوبات ثنائي القطب الى نوع manic أو انها depressive الطبيب النفسي يشخص ذلك ولكن بشكل عام أولا يجب ايقاف تناول المنشطات والكافيين و تناول الغذاء المتوازن مع تناول البروتين والاحماض الدهنية كالأوميجا 3 والنوم الكافي وممارسة الرياضة وتقليل التوتر والعلاج النفسي يمكن علاج المشكلة ببساطة بأدوية مختلفة مثل ال lithium وال valproate وال carbomezapine وتحتاج احيانا لفحص تركيزها بالدم وأدوية أخرى ولكن يجب مراجعة الطبيب النفسي بأقرب وقت وألف سلامة يا رب	['1', '2']
لا بد من استمرار العلاج سنه بعد التحسن بإشراف الطبيب	['1']
لابد من زيارة الطبيب المعالج لاستشارتة فى استكمال نفس الدواء ام تغيرة ام تقليل جرعات	['2']
نعم يجب علاجه	['1', '2']
تابع مع طبيبك المتخصص واخبره بكل التغيرات والافكار والمشاعر	['2']
